Close,High,Low,Open,Volume,DailyReturn,RollAvg30Days,EMA14,Crossover
72.62084197998047,72.68128882574726,71.37321819790198,71.62709199861638,135480400,,72.62084197998047,72.62084197998047,0
71.91481018066406,72.67643886208242,71.6899497146884,71.84711001739942,146322800,-0.009722164878108175,72.26782608032227,72.52670440673829,-1
72.48784637451172,72.52653323692198,70.78324846628296,71.03470938256737,118387200,0.007968264011377846,72.34116617838542,72.52152333577475,-1
72.14693450927734,72.75381577050801,71.9269071243437,72.49752175701711,108872000,-0.004703021020558973,72.2926082611084,72.47157815890843,-1
73.30750274658203,73.60973691556963,71.84952541053639,71.84952541053639,132079200,0.016086175319832252,72.49558715820312,72.58303477059825,-1
74.86463928222656,75.05806626477451,74.03531021087177,74.28676381243083,170108400,0.021241161918002183,72.8904291788737,72.88724870548202,1
75.03385925292969,75.59964810131231,74.53094485063419,75.0991465547697,140644800,0.0022603457697190077,73.19663347516742,73.17346344514172,1
76.63690948486328,76.66350992792401,75.23212569823723,75.35060650662172,121532000,0.021364358009760887,73.6266679763794,73.63525625043793,-1
75.60206604003906,76.78440971103713,75.4787595103825,76.57405589932931,161954400,-0.013503199069224148,73.84615665011935,73.89749755571809,-1
75.27806091308594,76.28389701753257,74.84525955808967,75.40137480354196,121923600,-0.004285664981450776,73.98934707641601,74.08157267003381,-1
76.22103118896484,76.3322586671137,75.45940261877463,75.82208359303314,108829200,0.01252649529545713,74.1922274502841,74.36683380589128,-1
77.06490325927734,77.06731611579798,76.16303357048375,76.47010092249148,137816400,0.011071380918743934,74.43161710103352,74.72657639967609,-1
76.54261779785156,77.13499233659138,76.40479724710379,76.69252476374683,110843200,-0.006777215559054195,74.59400177001953,74.96871525276616,-1
76.81585693359375,77.3695447452734,76.72155630946642,77.02862363912672,101832400,0.0035697647089076856,74.75270571027484,75.21500081020984,-1
77.18577575683594,77.26556233295065,76.32017294133449,76.86903492947071,104472000,0.004815657053230282,74.91491038004557,75.47777080309332,-1
76.96332550048828,78.17709525774193,76.77231144105775,77.43239351756245,146537600,-0.002882011020378439,75.04293632507324,75.67584476274598,-1
74.70020294189453,75.38203764467593,73.71612668009978,74.96858335214901,161940000,-0.029405207530687982,75.02277553782744,75.54575918663245,-1
76.81341552734375,76.98508246127517,75.48358524576821,75.5827189340282,162234000,0.0282892482513466,75.12225553724501,75.71478003206063,-1
78.42131042480469,79.26998640843951,77.70562191467835,78.44791087101221,216229200,0.020932474964461933,75.2958900050113,76.07565075109318,-1
78.30767822265625,78.36087174184341,77.06972800749904,77.50252948730524,126743200,-0.0014489964721693394,75.44647941589355,76.37325441396825,-1
74.83563232421875,78.01996875174504,74.54065135459915,77.5968407350888,199588400,-0.04433851158969693,75.41739145914714,76.16823813533499,-1
74.63008880615234,75.79791852993898,73.07297758859362,73.57589206005755,173788400,-0.0027465996034603535,75.3816049749201,75.96315155811064,-1
77.09391021728516,77.2849243200521,75.83177975550196,76.23798079684781,136616400,0.03301378104389574,75.45605302893597,76.11391937933391,-1
77.7225570678711,78.52287271376575,77.11808861152979,78.22305134186004,118826800,0.008154299721133906,75.55049069722493,76.3284044044722,-1
78.63166809082031,78.63408832571153,77.43482504328904,77.99335327455661,105425600,0.011696874848769356,75.67373779296875,76.63550622931861,-1
77.56285858154297,78.37961468469555,77.07086561575886,78.12998293153962,117684000,-0.013592608871566325,75.74639628483699,76.75915320961519,-1
77.9312515258789,77.9312515258789,76.06507446922856,76.1450504217699,109348800,0.004749605043870897,75.82731684932003,76.91543298511702,-1
77.46105194091797,78.50078345731488,77.24292836168937,78.42807806299739,94323200,-0.006033517693537882,75.8856645311628,76.98818217922381,-1
79.30059814453125,79.30544270651585,77.91186562118695,77.91186562118695,113730400,0.023748014744446877,76.00342086265827,77.29650430793147,-1
78.73589324951172,79.06308239609403,78.36750683488538,78.57108938477977,94747600,-0.00712106728363282,76.09450327555338,77.48842283347551,-1
78.75528717041016,79.0049189494575,78.24632709184701,78.70438598515923,80113600,0.0002463161348404963,76.29898478190104,77.65733807840013,-1
77.31321716308594,77.494988049833,76.24924802244713,76.43101890919421,152531200,-0.018310770732178017,76.4789316813151,77.61145528969158,-1
78.43294525146484,78.66319139368892,77.55559872430071,77.55559872430071,93984000,0.01448300988454454,76.6771016438802,77.72098728459468,-1
77.62828063964844,78.68255321990893,77.12174667637375,78.19298631382561,100566000,-0.010259268082265183,76.85981318155925,77.70862639860185,-1
75.87118530273438,77.66466444490703,75.25316708230885,77.22113922163652,129554000,-0.02263473211612821,76.94526926676433,77.46363425248619,-1
72.26726531982422,73.7214326099496,70.09813688315359,72.04429714392029,222195200,-0.0475005098250425,76.85869013468424,76.7707850614646,1
69.81941223144531,73.3215345796045,69.34681232251152,72.93860713253768,230673600,-0.03387222523981981,76.6848752339681,75.84393535079536,1
70.927001953125,72.19455366055257,69.43648208910632,69.4437526290761,198054800,0.015863635717930702,76.49454498291016,75.18834423110599,1
66.29061889648438,69.31528870252646,66.15489724457306,68.12772055016481,320605600,-0.06536837775414173,76.18416341145833,74.00198085315644,1
66.25183868408203,67.47576689739286,62.13412521989558,62.3498301879761,426510000,-0.0005850030222662728,75.8832893371582,72.96862856394652,1
72.41996002197266,73.05737125328037,67.30856246455294,68.41372910419624,341397200,0.09310113440478163,75.75658696492513,72.89547275835001,1
70.11994934082031,73.67781024463216,69.26683312015966,73.59783429708392,319475600,-0.03175934756736276,75.52508850097657,72.52540296934605,1
73.37244415283203,73.53240346907992,71.04335603675204,71.84557120107807,219178400,0.04638472849150044,75.41941604614257,72.63834179381085,1
