Date,Close,High,Low,Open,Volume
2020-01-02,67.96450805664062,68.0027784959496,66.68113625378123,66.68113625378123,28132000
2020-01-03,67.6309814453125,68.21948609325707,66.87964921457622,66.99476389395636,23728000
2020-01-06,69.29857635498047,69.41239412040363,67.10113580957623,67.10113580957623,34646000
2020-01-07,69.2553482055664,69.73499536687207,69.10822010585153,69.48399250795852,30054000
2020-01-08,69.80109405517578,70.16194804120731,69.13107317016384,69.19270329039529,30560000
2020-01-09,70.57201385498047,70.94479798937792,70.09683391576328,70.60879777123672,30018000
2020-01-10,71.0640869140625,71.32249959680215,70.49844891574355,70.9562228270138,36414000
2020-01-13,71.5362777709961,71.60039554495954,70.8796811249898,71.38219488764605,33046000
2020-01-14,71.12124633789062,71.66401766604142,70.99649198063844,71.5253460952469,31178000
2020-01-15,71.53478240966797,71.64388273641546,71.08793750518538,71.08793750518538,25654000
2020-01-16,72.15608215332031,72.17049992883474,71.62026573851588,71.9443433543662,23474000
2020-01-17,73.58211517333984,73.62709772776877,72.48016773097916,72.71327914438791,47924000
2020-01-21,73.78144073486328,74.15173723299375,73.12533698547217,73.51900075196944,40734000
2020-01-22,73.85847473144531,74.71657140247247,73.80777360412793,74.10948512930564,32216000
2020-01-23,73.89326477050781,74.33414843003644,73.66711574572199,73.94247937315839,27024000
2020-01-24,72.90216064453125,74.33290321561466,72.82958636128654,74.23821307805481,35692000
2020-01-27,71.27135467529297,71.47862635207109,70.64010476018741,71.12721481590667,35104000
2020-01-28,72.19883728027344,72.36982559892975,71.20027156677037,71.72366495202083,31548000
2020-01-29,72.50054931640625,72.8385366078875,71.9095569522986,72.50899824026206,21554000
2020-01-30,72.36187744140625,72.43345060338369,71.39562079392836,71.572570401017,26788000
2020-01-31,71.28775787353516,73.07214937487387,71.00443830178473,73.01101223310602,48344000
2020-02-03,73.85797119140625,74.05977456333044,72.51843760203923,72.66804573923768,60736000
2020-02-04,71.92596435546875,73.04083554381477,70.89360290309025,72.42300986115556,78660000
2020-02-05,71.98361206054688,72.759502311752,71.10533360196291,72.68892270746554,39724000
2020-02-06,73.3753433227539,73.66213649350516,72.05021992928886,72.08799738693713,33588000
2020-02-07,73.52445983886719,73.85300465278532,72.8842604739778,72.93148040083332,23446000
2020-02-10,74.9882583618164,75.02901645672682,73.28041530822058,73.28041530822058,28398000
2020-02-11,74.99372100830078,76.02956356686624,74.83705187856233,75.14382970829513,26892000
2020-02-12,75.46492004394531,75.58545751351691,74.95992621811281,75.27654090412152,23352000
