Date,Close,High,Low,Open,Volume
2020-01-02,153.0423126220703,153.14712365624922,150.86035596005522,151.28912308572728,22622100
2020-01-03,151.13665771484375,152.4039130274651,150.60307959140601,150.8508226765117,21116200
2020-01-06,151.52732849121094,151.59403303057528,149.1262122356397,149.66932792275708,20813700
2020-01-07,150.14569091796875,152.13708538758584,149.89796243459426,151.8036064144559,21634100
2020-01-08,152.53729248046875,153.21380259511494,150.4982536880769,151.43201531179338,27746500
2020-01-09,154.4429473876953,154.56681892653168,153.4329581787887,154.20474183695646,21385000
2020-01-10,153.7283477783203,155.51965837091927,153.57589271960666,155.13853526304973,20725900
2020-01-13,155.57681274414062,155.605396247963,153.652107766259,154.12851888184957,21626500
2020-01-14,154.48109436035156,155.88174439702684,154.09043370219524,155.68164530368088,23477400
2020-01-15,155.48155212402344,156.2057064523275,154.90034441786614,154.9479739066937,21417900
2020-01-16,158.33045959472656,158.39716412587353,156.29142071509088,156.59633079076963,23865400
2020-01-17,159.21658325195312,159.56912278652388,157.62535750547391,159.5214787723871,34371700
2020-01-21,158.64488220214844,160.255153903279,158.57817767539785,158.8163832042299,29517200
2020-01-22,157.88262939453125,159.5881892069386,157.86356888038867,159.5024241627532,24138800
2020-01-23,158.8545379638672,158.93076549395,157.472948511039,158.34954329861904,19680800
2020-01-24,157.25379943847656,159.62633240231318,156.69163772275695,159.60727188378766,24918100
2020-01-27,154.62403869628906,155.67214929276173,152.64216609317944,153.54734458708694,32078100
2020-01-28,157.65396118164062,157.9397961988569,155.37671679803938,156.05321239066768,24899900
2020-01-29,160.11221313476562,160.7887231968926,157.873090009148,159.92165162986998,34754500
2020-01-30,164.62860107421875,165.83868921063896,162.73247986352183,165.83868921063896,51597500
2020-01-31,162.19888305664062,164.26650502733744,161.57955457958337,164.0854810621785,36142700
2020-02-03,166.15313720703125,166.26747121673395,162.36089444421407,162.38947794663974,30107000
2020-02-04,171.62234497070312,172.11781662878568,167.9920943985049,168.78293863810697,36433300
2020-02-05,171.41270446777344,175.50984275197817,169.9930087236382,175.34786472595192,39186300
2020-02-06,174.9667510986328,175.14778964892244,171.56516875202502,172.43224047240506,27751400
2020-02-07,175.2144775390625,176.87239343667386,173.87099471887296,174.22354882690465,33529100
2020-02-10,179.7975616455078,179.93095618338666,174.60468311812673,174.9191162157513,35844300
2020-02-11,175.738525390625,181.7031870097022,174.8428702142551,181.65554299286944,53159900
2020-02-12,175.9957733154297,177.08198990829192,173.27070157699833,176.82472387503446,47062900
2020-02-13,175.04299926757812,177.4441011071829,174.2426174487947,174.44271653821934,35295800
2020-02-14,176.6055908203125,176.6627578229254,174.03295939143354,174.60465849538713,23149500
2020-02-18,178.39691162109375,178.84473925632798,176.74853314567162,176.85334417815014,27792200
2020-02-19,178.93191528320312,179.79179157907453,178.15802370119442,179.67714529392427,29997500
2020-02-20,176.19944763183594,178.9033016844323,173.02744473692812,178.61667131607516,36862400
2020-02-21,170.62930297851562,175.32044201019235,169.34903730957274,175.00515009256466,48572600
2020-02-24,163.2725067138672,166.76936419311608,155.95395089540565,160.29158667444042,68311100
2020-02-25,160.57823181152344,167.0464463520378,160.17694061961805,166.4349751443764,68073300
2020-02-26,162.58460998535156,165.53686863762786,160.71198584638833,162.14512281296396,56206100
2020-02-27,151.12908935546875,159.58460475023864,150.93800730931096,156.03998687134066,93174900
2020-02-28,154.788330078125,156.41256351779523,145.224535334962,145.6162629094059,97012700
2020-03-02,165.08782958984375,165.21203946757697,155.0749826890093,157.9412568253211,71030800
2020-03-03,157.17694091796875,167.19935310375058,155.02723494949194,166.05284616962163,71677000
2020-03-04,162.9476776123047,163.09098547891745,158.23742648844703,160.97950515816524,49814400
2020-03-05,158.8584747314453,163.2534197641911,158.30432663584648,158.648280123507,47817300
2020-03-06,154.36798095703125,155.8393286298123,149.046258201705,155.36161626378117,72821100
2020-03-09,143.90606689453125,150.71824982433446,143.31370823233073,144.2691329538796,70419300
2020-03-10,153.74693298339844,153.85203027808083,145.77869489842615,151.10996619676231,65354400
2020-03-11,146.7819061279297,150.67047720325453,144.41244229780665,150.12589268732367,56371600
2020-03-12,132.86134338378906,146.62901545574113,132.40274365490265,138.8231981738028,93226400
2020-03-13,151.7501220703125,154.6928321908884,134.45692743443067,140.92515738418072,92727400
2020-03-16,129.3836212158203,142.69269590574396,128.98234455995768,133.75946843254872,87905900
2020-03-17,140.03662109375,140.92515916737005,128.9823490684404,133.75947310801226,81059800
2020-03-18,134.14161682128906,139.49200076424364,129.00144204905686,131.8486034620933,81593200
2020-03-19,136.34864807128906,143.45699469236033,132.80401646892756,136.40597121344433,85922700
2020-03-20,131.22760009765625,140.54299175470402,129.8040119191972,139.49201865938184,84866200
2020-03-23,129.91864013671875,134.30405037049496,126.61287900381573,130.90272636229017,78975200
2020-03-24,141.72769165039062,142.93153606152444,134.97284683336954,137.34229592629205,82516700
2020-03-25,140.37100219726562,147.45070307732973,138.00155290473782,142.2723026936915,75638200
2020-03-26,149.15135192871094,149.6768384344688,141.75635943157735,141.78502100656195,64568100
2020-03-27,143.02706909179688,147.9857254238358,142.54935676044244,144.9856925660748,57042300
2020-03-30,153.0876922607422,153.44120930549767,143.3232508733765,145.644940424634,63420300
2020-03-31,150.68003845214844,157.43488361684436,149.581291281011,152.29469397697127,77927200
2020-04-01,145.32965087890625,150.71824557331107,144.09715943746545,146.1799782739562,57969900
2020-04-02,148.3392333984375,148.54942799833736,143.6576582085742,145.09079525591488,49630700
2020-04-03,146.97296142578125,150.3647215205411,145.40606573466746,148.1863546957883,41243300
2020-04-06,157.90306091308594,159.07822933607605,150.55584186222103,153.17371106476554,67111700
2020-04-07,156.20236206054688,162.42217051857202,155.98260392147316,162.03044296139336,62769000
2020-04-08,157.769287109375,159.24063474894433,156.2119401661067,158.28521003844824,48318200
2020-04-09,157.77883911132812,159.90943217427318,156.0495226849944,158.9444584466096,51385100
2020-04-13,158.13232421875,158.1896619422146,155.0654193407315,157.02404273502208,41905300
2020-04-14,165.957275390625,166.00504954362867,160.51135725657332,161.46678200214816,52874300
2020-04-15,164.2183837890625,165.83305368458946,161.69606344547302,163.56868748462608,40940800
2020-04-16,169.1483917236328,169.37769891247757,165.19293383246543,166.5305372327894,50479600
2020-04-17,170.63885498046875,171.9764437112176,168.03053508757284,171.49873136757532,52765600
2020-04-20,167.25665283203125,170.78217245900976,167.18978068104397,168.75667667318723,36669600
2020-04-21,160.3394012451172,165.928627728231,158.70561837859108,165.7662072572987,56203700
2020-04-22,165.78530883789062,166.24390864178403,163.20566489538103,163.75024942901226,34620200
2020-04-23,163.77890014648438,167.25664546755797,163.29163879831881,166.34899491926967,32790800
2020-04-24,166.7693328857422,166.7788818814936,163.100506667711,164.3903208678869,34277600
2020-04-27,166.29165649414062,169.0146078888716,165.5750880357447,168.7184285919809,33194400
2020-04-28,162.2406768798828,167.83946658136614,161.83940022834474,167.76303085079343,34392700
2020-04-29,169.52096557617188,169.75982170615822,164.21837115337195,165.49863651122968,51286600
2020-04-30,171.22169494628906,172.35863827946682,168.37451837733587,171.9764741683211,53875900
2020-05-01,166.78851318359375,170.67708451189353,166.25346305323797,167.96368159747485,39370500
2020-05-04,170.86817932128906,171.02105079852683,166.05284441731166,166.7120899066013,30372900
2020-05-05,172.7025909423828,175.46376818060912,171.88092498678816,172.56883204629187,36839200
2020-05-06,174.4031982421875,175.98920656044032,173.53377294504952,173.96371109482058,32139300
2020-05-07,175.4159698486328,176.32362034149384,174.44143263318955,175.9605543129002,28316000
2020-05-08,176.4478302001953,176.7535731081761,175.1866771513351,176.73446053177125,30877800
2020-05-11,178.41598510742188,179.15165151180778,174.69938420372958,174.98599990485573,30892700
2020-05-12,174.3745880126953,178.70266151339513,174.17395695375316,178.4733688746041,32038200
2020-05-13,171.73756408691406,175.845892596929,168.67064484495472,174.41275576171134,44711500
2020-05-14,172.4828338623047,172.63570532552734,167.8490178614164,169.6261085301604,41873900
2020-05-15,174.99559020996094,178.72174067995962,169.11017060418837,171.07834313852737,46610400
2020-05-18,176.66758728027344,177.90007874615046,175.75993671813157,177.47014054078053,35264500
2020-05-19,175.4446563720703,178.28226912453644,175.31089748650666,176.78224522770665,26799100
2020-05-20,177.87818908691406,178.0602277033785,176.23028056417823,177.063810419329,31261300
2020-05-21,175.7416229248047,178.84582532566492,175.60749153447756,177.62905260105265,29119500
2020-05-22,175.8183135986328,176.7285067714201,174.88896923637637,175.51173375561126,20826900
2020-05-26,173.9596405029297,178.682996337958,173.50933902090432,178.52969910594325,36073600
2020-05-27,174.18954467773438,174.3620076917723,169.19792677156028,172.64702624082813,39517100
2020-05-28,173.7967529296875,176.43148879869406,172.81951596957336,173.1644274317397,33810200
2020-05-29,175.56922912597656,176.54648077029398,172.84826886532687,175.07102039878322,42130400
2020-06-01,175.16683959960938,175.32971244155897,173.85426664910216,174.888986513343,22622400
2020-06-02,177.15960693359375,177.24583112660875,173.74882463044972,176.52726694636573,30794600
2020-06-03,177.5907440185547,178.14643541027866,175.88535285257194,177.07338423686727,27311000
2020-06-04,175.25299072265625,178.05059851368466,174.65898241515453,176.57515333661706,28761800
2020-06-05,179.35365295410156,179.86143724191,174.3811854761011,174.96561837970333,39893600
2020-06-08,180.46498107910156,180.64701965885448,176.70928776259842,178.1464159784696,33211600
2020-06-09,181.8446807861328,182.70695212535423,179.41113476074412,180.12012348846142,29783900
2020-06-10,188.58958435058594,190.19917591724314,183.00394300463498,183.1189232288996,43872300
2020-06-11,178.46261596679688,187.55483931934828,178.27100176295292,185.03508403130834,52854700
2020-06-12,179.87100219726562,183.68417892735448,177.41829069397733,182.5536302771915,43373600
2020-06-15,181.0207061767578,182.82191188812118,176.29733629086138,176.8434521319893,32770200
2020-06-16,185.45668029785156,187.3824275445846,183.43511862085677,184.80517433437666,42556700
2020-06-17,186.09857177734375,188.09139178921902,185.57162171808363,186.85545304847912,25687800
